,bin,date,plot,numb.stalks,max.inflo.height.mm,site,basal.area.cm2,
251,RLS5,9/21/2020,30729,0,0,Rogers Lake,9.05,fesari
252,RLS6,9/21/2020,30729,0,0,Rogers Lake,9.65,fesari
253,RLS7,9/21/2020,30729,0,0,Rogers Lake,8.85,fesari
254,RLS8,9/21/2020,30729,0,0,Rogers Lake,10.84,fesari
255,RLS9,9/21/2020,30729,0,0,Rogers Lake,10.85,fesari
256,RLS10,9/21/2020,30729,0,0,Rogers Lake,8.39,fesari
257,RLM1,9/21/2020,30729,0,0,Rogers Lake,57.03,fesari
258,RLM2,9/21/2020,30729,0,0,Rogers Lake,36.49,fesari
259,RLM3,9/21/2020,30729,2,665,Rogers Lake,32.74,fesari
260,RLM4,9/21/2020,30729,5,510,Rogers Lake,50.56,fesari
261,RLM5,9/21/2020,30729,0,0,Rogers Lake,46.59,fesari
262,RLM6,9/21/2020,30729,0,0,Rogers Lake,40.89,fesari
263,RLM7,9/21/2020,30729,0,0,Rogers Lake,22.19,fesari
264,RLM8,9/21/2020,30729,0,0,Rogers Lake,28.33,fesari
265,RLM9,9/21/2020,30729,0,0,Rogers Lake,18.16,fesari
266,RLM10,9/21/2020,30729,0,0,Rogers Lake,29.14,fesari
267,RLL1,9/21/2020,30729,4,671,Rogers Lake,90.44,fesari
268,RLL2,9/21/2020,30729,3,572,Rogers Lake,221.2,fesari
269,RLL3,9/21/2020,30729,8,510,Rogers Lake,182.65,fesari
270,RLL4,9/21/2020,30729,6,382,Rogers Lake,217.37,fesari
271,RLL5,9/21/2020,30729,10,625,Rogers Lake,240.11,fesari
272,RLL6,9/21/2020,30729,1,280,Rogers Lake,162.82,fesari
273,RLL7,9/21/2020,30729,3,490,Rogers Lake,191.23,fesari
274,RLL8,9/21/2020,30729,2,580,Rogers Lake,202.11,fesari
275,RLL9,9/21/2020,30729,1,470,Rogers Lake,202.76,fesari
276,RLL10,9/21/2020,30729,8,610,Rogers Lake,256.93,fesari
277,RLXL1,9/21/2020,30729,14,655,Rogers Lake,426.27,fesari
278,RLXL2,9/21/2020,30729,1,372,Rogers Lake,315.16,fesari
279,RLXL3,9/21/2020,30729,4,550,Rogers Lake,364.77,fesari
280,RLXL4,9/21/2020,30729,0,0,Rogers Lake,345.12,fesari
281,RLXL5,9/21/2020,30729,0,0,Rogers Lake,337.24,fesari
282,GKXS1,9/22/2020,101,0,0,Gov. Knoles,2.49,fesari
283,GKXS2,9/22/2020,101,0,0,Gov. Knoles,1.99,fesari
284,GKXS3,9/22/2020,101,0,0,Gov. Knoles,2.02,fesari
285,GKXS4,9/22/2020,101,0,0,Gov. Knoles,3.77,fesari
286,GKXS5,9/22/2020,101,0,0,Gov. Knoles,2.47,fesari
287,GKS1,9/22/2020,101,0,0,Gov. Knoles,7.45,fesari
288,GKS2,9/22/2020,101,0,0,Gov. Knoles,5.96,fesari
289,GKS3,9/22/2020,101,0,0,Gov. Knoles,7.61,fesari
290,GKS4,9/22/2020,101,0,0,Gov. Knoles,1.19,fesari
291,GKS5,9/22/2020,101,0,0,Gov. Knoles,5.55,fesari
292,GKS6,9/22/2020,101,0,0,Gov. Knoles,8.89,fesari
293,GKS7,9/22/2020,101,0,0,Gov. Knoles,5.92,fesari
294,GKS8,9/22/2020,101,0,0,Gov. Knoles,2.81,fesari
295,GKS9,9/22/2020,101,0,0,Gov. Knoles,3.82,fesari
296,GKS10,9/22/2020,101,0,0,Gov. Knoles,6.73,fesari
297,GKM1,9/22/2020,101,0,0,Gov. Knoles,16.47,fesari
298,GKM2,9/22/2020,101,0,0,Gov. Knoles,15.9,fesari
299,GKM3,9/22/2020,101,0,0,Gov. Knoles,20.62,fesari
300,GKM4,9/22/2020,101,1,562,Gov. Knoles,15.95,fesari
301,GKM5,9/22/2020,101,2,513,Gov. Knoles,14.97,fesari
302,GKM6,9/22/2020,101,0,0,Gov. Knoles,13.38,fesari
303,GKM7,9/22/2020,101,0,0,Gov. Knoles,17.6,fesari
304,GKM8,9/22/2020,101,0,0,Gov. Knoles,27.43,fesari
305,GKM9,9/22/2020,101,0,0,Gov. Knoles,23.91,fesari
306,GKM10,9/22/2020,101,0,0,Gov. Knoles,16.62,fesari
307,GKL1,9/22/2020,101,17,662,Gov. Knoles,214.03,fesari
308,GKL2,9/22/2020,101,1,591,Gov. Knoles,129.91,fesari
309,GKL3,9/22/2020,101,0,0,Gov. Knoles,231.04,fesari
310,GKL4,9/22/2020,101,1,508,Gov. Knoles,172.26,fesari
311,GKL5,9/22/2020,101,0,0,Gov. Knoles,129.43,fesari
312,GKL6,9/22/2020,101,0,0,Gov. Knoles,NA,fesari
313,GKL7,9/22/2020,101,1,481,Gov. Knoles,205.49,fesari
314,GKL8,9/22/2020,101,1,772,Gov. Knoles,185.38,fesari
315,GKL9,9/22/2020,101,2,710,Gov. Knoles,180.98,fesari
316,GKL10,9/22/2020,101,4,792,Gov. Knoles,157.04,fesari
317,GKXL1,9/22/2020,101,4,773,Gov. Knoles,563.31,fesari
318,GKXL2,9/22/2020,101,4,765,Gov. Knoles,431.94,fesari
319,GKXL3,9/22/2020,101,2,660,Gov. Knoles,338.33,fesari
320,GKXL4,9/22/2020,101,0,0,Gov. Knoles,288.89,fesari
321,GKXL5,9/22/2020,101,3,612,Gov. Knoles,448.51,fesari
322,KPXS1,10/19/2020,108,1,692,Kendrick Park,0.34,fesari
323,KPXS2,10/19/2020,108,0,0,Kendrick Park,0.78,fesari
324,KPXS3,10/19/2020,108,0,0,Kendrick Park,1.04,fesari
325,KPXS4,10/19/2020,108,1,664,Kendrick Park,0.46,fesari
326,KPXS5,10/19/2020,108,0,0,Kendrick Park,0.37,fesari
327,KPS1,10/19/2020,108,2,595,Kendrick Park,2.45,fesari
328,KPS2,10/19/2020,108,1,550,Kendrick Park,2.44,fesari
329,KPS3,10/19/2020,108,2,582,Kendrick Park,2.76,fesari
330,KPS4,10/19/2020,108,4,502,Kendrick Park,2.23,fesari
331,KPS5,10/19/2020,109,2,610,Kendrick Park,3.14,fesari
332,KPS6,10/19/2020,109,0,0,Kendrick Park,4.14,fesari
333,KPS7,10/19/2020,109,1,560,Kendrick Park,4.67,fesari
334,KPS8,10/19/2020,109,0,0,Kendrick Park,3.46,fesari
335,KPS9,10/19/2020,109,1,605,Kendrick Park,2.82,fesari
336,KPS10,10/19/2020,109,1,632,Kendrick Park,2.35,fesari
337,KPM1,10/19/2020,108,1,596,Kendrick Park,9.31,fesari
338,KPM2,10/19/2020,108,3,588,Kendrick Park,6.83,fesari
339,KPM3,10/19/2020,108,2,524,Kendrick Park,8.5,fesari
340,KPM4,10/19/2020,108,0,0,Kendrick Park,6.74,fesari
341,KPM5,10/19/2020,108,2,484,Kendrick Park,7.41,fesari
342,KPM6,10/19/2020,108,3,322,Kendrick Park,9.83,fesari
343,KPM7,10/19/2020,109,4,517,Kendrick Park,7.27,fesari
344,KPM8,10/19/2020,109,2,602,Kendrick Park,5.25,fesari
345,KPM9,10/19/2020,107,1,634,Kendrick Park,10.23,fesari
346,KPM10,10/19/2020,107,3,596,Kendrick Park,8.83,fesari
347,KPL1,10/19/2020,108,4,580,Kendrick Park,14.8,fesari
348,KPL2,10/19/2020,108,5,525,Kendrick Park,22.05,fesari
349,KPL3,10/19/2020,108,7,620,Kendrick Park,18.54,fesari
350,KPL4,10/19/2020,108,10,730,Kendrick Park,28.03,fesari
351,KPL5,10/19/2020,108,6,644,Kendrick Park,21.99,fesari
352,KPL6,10/19/2020,108,8,590,Kendrick Park,32.42,fesari
353,KPL7,10/19/2020,109,3,564,Kendrick Park,38.99,fesari
354,KPL8,10/19/2020,109,10,522,Kendrick Park,41.03,fesari
355,KPL9,10/19/2020,109,11,702,Kendrick Park,33.32,fesari
356,KPL10,10/19/2020,109,5,688,Kendrick Park,47.95,fesari
357,KPXL1,10/19/2020,109,27,736,Kendrick Park,91.11,fesari
362,SIXS1,10/?/2020,120,1,595,SI panel,1.4,fesari
363,SIXS2,10/?/2020,120,0,0,SI panel,2.67,fesari
364,SIXS3,10/?/2020,120,0,0,SI panel,1.22,fesari
365,SIXS4,10/?/2020,120,0,0,SI panel,3.57,fesari
366,SIXS5,10/?/2020,120,0,0,SI panel,2.07,fesari
367,SIS1,10/?/2020,120,0,0,SI panel,11.62,fesari
368,SIS2,10/?/2020,120,0,0,SI panel,12.84,fesari
369,SIS3,10/?/2020,120,0,0,SI panel,17.6,fesari
370,SIS4,10/?/2020,120,0,0,SI panel,8.25,fesari
371,SIS5,10/?/2020,120,0,0,SI panel,10.15,fesari
372,SIS6,10/?/2020,120,0,0,SI panel,10.07,fesari
373,SIS7,10/?/2020,120,1,544,SI panel,6.34,fesari
374,SIS8,10/?/2020,120,0,0,SI panel,7.39,fesari
375,SIS9,10/?/2020,120,0,0,SI panel,8.21,fesari
376,SIS10,10/?/2020,120,0,0,SI panel,6.67,fesari
377,SIM1,10/?/2020,120,0,0,SI panel,25.17,fesari
378,SIM2,10/?/2020,120,0,0,SI panel,29.82,fesari
379,SIM3,10/?/2020,120,1,440,SI panel,31.34,fesari
380,SIM4,10/?/2020,120,0,0,SI panel,34.9,fesari
381,SIM5,10/?/2020,120,0,0,SI panel,38.98,fesari
382,SIM6,10/?/2020,120,2,520,SI panel,32.97,fesari
383,SIM7,10/?/2020,120,0,0,SI panel,36.83,fesari
384,SIM8,10/?/2020,120,1,473,SI panel,38.96,fesari
385,SIM9,10/?/2020,120,0,0,SI panel,23.75,fesari
386,SIM10,10/?/2020,120,0,0,SI panel,49.7,fesari
387,SIL1,10/?/2020,120,2,420,SI panel,146.53,fesari
388,SIL2,10/?/2020,120,3,683,SI panel,83.27,fesari
389,SIL3,10/?/2020,120,0,0,SI panel,59.01,fesari
390,SIL4,10/?/2020,120,0,0,SI panel,62.78,fesari
391,SIL5,10/?/2020,120,0,0,SI panel,70.63,fesari
392,SIL6,10/?/2020,120,1,527,SI panel,52.92,fesari
393,SIL7,10/?/2020,120,2,652,SI panel,69.94,fesari
394,SIL8,10/?/2020,120,0,0,SI panel,81.32,fesari
395,SIL9,10/?/2020,120,0,0,SI panel,58.46,fesari
396,SIL10,10/?/2020,120,0,0,SI panel,68.47,fesari
397,SIXL1,10/?/2020,120,1,695,SI panel,194.77,fesari
398,SIXL2,10/?/2020,120,0,0,SI panel,425.39,fesari
399,SIXL3,10/?/2020,120,1,630,SI panel,334.78,fesari
400,SIXL4,10/?/2020,120,0,0,SI panel,307.46,fesari
401,SIXL5,10/?/2020,120,5,689,SI panel,510.83,fesari
