,BIN,date,plot,numb.stalks,max.inflo.height.mm,site,basal.area.cm2,
96,FPM1,6/19/2019,30735,8,376,Fry Park,87.5,poafen
97,FPM2,6/4/2020,30739,3,256,Fry Park,23.22,poafen
98,FPM3,6/4/2020,30737,8,552,Fry Park,20.24,poafen
99,FPM4,6/4/2020,30739,5,366,Fry Park,16.76,poafen
100,FPM5,6/4/2020,30737,7,568,Fry Park,24.41,poafen
101,FPM6,6/4/2020,30737,12,417,Fry Park,22.79,poafen
106,FPL1,6/4/2020,30739,13,485,Fry Park,38.72,poafen
107,FPL2,6/4/2020,30731,7,654,Fry Park,63.15,poafen
108,FPL3,6/4/2020,30737,36,443,Fry Park,53.26,poafen
116,FPXL1,6/4/2020,30739,7,371,Fry Park,50.67,poafen
117,FPXL2,6/4/2020,30737,23,592,Fry Park,43.93,poafen
118,FPXL3,6/4/2020,30731,14,284,Fry Park,64.88,poafen
119,FPXL4,6/4/2020,30731,18,326,Fry Park,96.85,poafen
120,FPXL5,6/4/2020,30731,17,506,Fry Park,95.83,poafen
121,S2XS1,6/27/2019,22156,5,853,Fort Valley,13.9,poafen
122,S2XS2,6/27/2019,22156,1,618,Fort Valley,6.6,poafen
123,S2XS3,6/9/2020,22156,0,0,Fort Valley,2.59,poafen
124,S2XS4,6/9/2020,22156,0,0,Fort Valley,0.55,poafen
125,S2XS5,6/9/2020,22156,0,0,Fort Valley,2.49,poafen
126,S2S1,6/27/2019,22156,9,779,Fort Valley,25.6,poafen
127,S2S2,6/9/2020,22156,0,0,Fort Valley,21.68,poafen
128,S2S3,6/9/2020,22156,2,601,Fort Valley,7.51,poafen
129,S2S4,6/9/2020,22156,0,0,Fort Valley,8.51,poafen
130,S2S5,6/9/2020,22156,0,0,Fort Valley,9.77,poafen
131,S2S6,6/9/2020,22156,0,0,Fort Valley,4.1,poafen
132,S2S7,6/9/2020,22244,3,244,Fort Valley,12,poafen
133,S2S8,6/9/2020,22244,3,522,Fort Valley,1.12,poafen
134,S2S9,6/9/2020,22244,3,700,Fort Valley,11.75,poafen
135,S2S10,6/9/2020,22244,1,296,Fort Valley,4.74,poafen
136,S2M1,6/27/2019,22156,15,464,Fort Valley,62.5,poafen
137,S2M2,6/9/2020,22156,3,522,Fort Valley,40.97,poafen
138,S2M3,6/9/2020,22156,0,0,Fort Valley,20.86,poafen
139,S2M4,6/9/2020,22156,9,566,Fort Valley,44.73,poafen
140,S2M5,6/9/2020,22156,3,522,Fort Valley,20.42,poafen
141,S2M6,6/9/2020,22156,0,0,Fort Valley,20.17,poafen
142,S2M7,6/9/2020,22156,2,545,Fort Valley,11.89,poafen
143,S2M8,6/9/2020,22244,4,766,Fort Valley,22.37,poafen
144,S2M9,6/9/2020,22244,3,551,Fort Valley,22.03,poafen
145,S2M10,6/9/2020,22244,2,510,Fort Valley,27.6,poafen
146,S2L1,6/9/2020,22156,0,0,Fort Valley,53.01,poafen
147,S2L2,6/9/2020,22156,2,501,Fort Valley,40.75,poafen
148,S2L3,6/9/2020,22156,2,298,Fort Valley,32.37,poafen
149,S2L4,6/9/2020,22156,1,224,Fort Valley,40.74,poafen
150,S2L5,6/9/2020,22244,0,0,Fort Valley,75.3,poafen
151,S2L6,6/9/2020,22244,0,0,Fort Valley,46.6,poafen
152,S2L7,6/9/2020,22244,3,392,Fort Valley,28.71,poafen
153,S2L8,6/9/2020,22244,0,0,Fort Valley,55.2,poafen
154,S2L9,6/9/2020,22244,6,463,Fort Valley,29.09,poafen
155,S2L10,6/9/2020,22244,6,351,Fort Valley,79.33,poafen
156,S2XL1,6/27/2019,22156,56,716,Fort Valley,349.9,poafen
157,S2XL2,6/9/2020,22156,1,533,Fort Valley,60.37,poafen
158,S2XL3,6/9/2020,22156,15,764,Fort Valley,85.39,poafen
159,S2XL4,6/9/2020,22156,7,613,Fort Valley,139.51,poafen
160,S2XL5,6/9/2020,22244,24,865,Fort Valley,82.26,poafen
161,RTXS1,6/15/2020,30703,1,334,Reese Tank,2.48,poafen
162,RTXS2,6/15/2020,30703,0,0,Reese Tank,2.02,poafen
163,RTXS3,6/15/2020,30703,2,287,Reese Tank,3.08,poafen
164,RTXS4,6/15/2020,30703,0,0,Reese Tank,2.95,poafen
165,RTXS5,6/15/2020,30703,1,205,Reese Tank,0.6,poafen
166,RTS1,6/15/2020,30705,1,445,Reese Tank,3.1,poafen
167,RTS2,6/15/2020,30703,2,153,Reese Tank,8.9,poafen
168,RTS3,6/15/2020,30703,2,356,Reese Tank,10.59,poafen
169,RTS4,6/15/2020,30703,2,412,Reese Tank,10.43,poafen
176,RTM1,6/15/2020,30703,5,342,Reese Tank,20.72,poafen
177,RTM2,6/15/2020,30703,3,525,Reese Tank,23.1,poafen
186,RTL1,6/15/2020,30703,7,482,Reese Tank,40.42,poafen
201,RLXS1,6/20/2019,30730,1,95,Rogers Lake,16.6,poafen
202,RLXS2,6/20/2019,30730,10,500,Rogers Lake,21.9,poafen
203,RLXS3,6/20/2019,30730,6,604,Rogers Lake,18.3,poafen
206,RLS1,6/20/2019,30730,5,331,Rogers Lake,53,poafen
207,RLS2,6/20/2019,30730,4,305,Rogers Lake,49.8,poafen
208,RLS3,6/20/2019,30730,6,644,Rogers Lake,31.4,poafen
221,GKXS1,6/26/2019,104,0,0,Government Knolls,1,poafen
222,GKXS2,6/26/2019,104,1,420,Government Knolls,5.7,poafen
223,GKXS3,6/26/2019,104,0,0,Government Knolls,0.8,poafen
224,GKXS4,6/10/2020,104,0,0,Government Knolls,3.31,poafen
225,GKXS5,6/10/2020,104,0,0,Government Knolls,1.64,poafen
226,GKS1,6/26/2019,104,3,517,Government Knolls,33.8,poafen
227,GKS2,6/10/2020,104,0,0,Government Knolls,6.1,poafen
228,GKS3,6/10/2020,104,0,0,Government Knolls,11.68,poafen
229,GKS4,6/10/2020,104,0,0,Government Knolls,12.77,poafen
230,GKS5,6/10/2020,104,3,385,Government Knolls,12.24,poafen
231,GKS6,6/10/2020,104,2,290,Government Knolls,21.86,poafen
232,GKS7,6/10/2020,104,1,354,Government Knolls,6.87,poafen
233,GKS8,6/10/2020,104,0,0,Government Knolls,14.71,poafen
234,GKS9,6/10/2020,104,0,0,Government Knolls,9.94,poafen
235,GKS10,6/10/2020,104,0,0,Government Knolls,9.11,poafen
236,GKM1,6/26/2019,104,7,391,Government Knolls,61.9,poafen
237,GKM2,6/10/2020,104,0,0,Government Knolls,26.77,poafen
238,GKM3,6/10/2020,104,1,242,Government Knolls,17.08,poafen
239,GKM4,6/10/2020,104,0,0,Government Knolls,32.11,poafen
240,GKM5,6/10/2020,104,1,431,Government Knolls,15.92,poafen
241,GKM6,6/10/2020,104,3,435,Government Knolls,26.41,poafen
242,GKM7,6/10/2020,104,0,0,Government Knolls,31.71,poafen
243,GKM8,6/10/2020,104,1,568,Government Knolls,38.24,poafen
244,GKM9,6/10/2020,104,1,375,Government Knolls,21.12,poafen
245,GKM10,6/10/2020,104,2,318,Government Knolls,22.98,poafen
246,GKL1,6/26/2019,104,0,0,Government Knolls,126.9,poafen
247,GKL2,6/26/2019,104,3,258,Government Knolls,75.9,poafen
248,GKL3,6/10/2020,104,8,541,Government Knolls,30.44,poafen
249,GKL4,6/10/2020,104,2,386,Government Knolls,30.95,poafen
250,GKL5,6/10/2020,104,5,390,Government Knolls,44.06,poafen
251,GKL6,6/10/2020,104,3,393,Government Knolls,54.14,poafen
256,GKXL1,6/10/2020,104,6,649,Government Knolls,83.62,poafen
261,KPXS1,6/24/2019,110,1,680,Kendrick Panel,0.6,poafen
262,KPXS2,6/12/2020,109,0,0,Kendrick Panel,0.66,poafen
263,KPXS3,6/12/2020,109,0,0,Kendrick Panel,0.47,poafen
264,KPXS4,6/12/2020,108,0,0,Kendrick Panel,0.49,poafen
266,KPS1,6/12/2020,109,0,0,Kendrick Panel,5.7,poafen
267,KPS2,6/12/2020,108,0,0,Kendrick Panel,2.45,poafen
268,KPS3,6/12/2020,108,0,0,Kendrick Panel,4.78,poafen
269,KPS4,6/12/2020,108,0,0,Kendrick Panel,4.6,poafen
270,KPS5,6/12/2020,108,1,790,Kendrick Panel,4.03,poafen
271,KPS6,6/12/2020,108,1,764,Kendrick Panel,6.53,poafen
272,KPS7,6/12/2020,108,3,382,Kendrick Panel,2.65,poafen
273,KPS8,6/12/2020,108,2,255,Kendrick Panel,5.53,poafen
274,KPS9,6/12/2020,9009H,1,309,Kendrick Panel,5.83,poafen
275,KPS10,6/12/2020,9009H,1,300,Kendrick Panel,6.82,poafen
276,KPM1,6/24/2019,110,2,545,Kendrick Panel,36.5,poafen
277,KPM2,6/10/2020,109,0,0,Kendrick Panel,29.22,poafen
278,KPM3,6/10/2020,108,0,0,Kendrick Panel,12.12,poafen
279,KPM4,6/10/2020,108,0,0,Kendrick Panel,11.72,poafen
280,KPM5,6/10/2020,108,1,395,Kendrick Panel,10.43,poafen
281,KPM6,6/10/2020,108,1,475,Kendrick Panel,4.55,poafen
282,KPM7,6/10/2020,108,1,300,Kendrick Panel,10.81,poafen
283,KPM8,6/10/2020,9009H,3,310,Kendrick Panel,32.22,poafen
284,KPM9,6/10/2020,9009H,1,492,Kendrick Panel,10.32,poafen
285,KPM10,6/10/2020,9009H,3,610,Kendrick Panel,15.64,poafen
286,KPL1,6/24/2019,110,12,525,Kendrick Panel,69.2,poafen
287,KPL2,6/24/2019,110,20,317,Kendrick Panel,64.2,poafen
288,KPL3,6/24/2019,110,16,772,Kendrick Panel,95.9,poafen
289,KPL4,6/24/2019,110,6,635,Kendrick Panel,88.2,poafen
290,KPL5,6/10/2020,9009H,5,669,Kendrick Panel,22.42,poafen
291,KPL6,6/10/2020,9009H,2,495,Kendrick Panel,35.57,poafen
292,KPL7,6/10/2020,9009H,7,490,Kendrick Panel,30.43,poafen
301,SIXS1,6/15/2020,115,0,0,SI Panel,2.26,poafen
302,SIXS2,6/15/2020,115,1,256,SI Panel,0.41,poafen
306,SIS1,6/25/2019,115,8,305,SI Panel,5.7,poafen
307,SIS2,6/15/2020,115,0,0,SI Panel,5.28,poafen
308,SIS3,6/15/2020,115,0,0,SI Panel,3.29,poafen
316,SIM1,6/25/2019,115,3,351,SI Panel,31.7,poafen
317,SIM2,6/25/2019,115,2,505,SI Panel,53.4,poafen
318,SIM3,6/25/2019,115,5,452,SI Panel,34.4,poafen
319,SIM4,6/25/2019,115,8,677,SI Panel,25.8,poafen
341,S1XS1,6/16/2020,21114,0,0,SI Panel,0.88,poafen
342,S1XS2,6/16/2020,21114,0,0,SI Panel,0.71,poafen
343,S1XS3,6/16/2020,21114,0,0,SI Panel,0.99,poafen
344,S1XS4,6/16/2020,21114,0,0,SI Panel,1.52,poafen
345,S1XS5,6/16/2020,21114,0,0,SI Panel,1.17,poafen
346,S1S1,6/16/2020,21114,0,0,SI Panel,7.17,poafen
347,S1S2,6/16/2020,21114,0,0,SI Panel,3.86,poafen
348,S1S3,6/16/2020,21114,0,0,SI Panel,5.02,poafen
349,S1S4,6/16/2020,21114,0,0,SI Panel,4.04,poafen
350,S1S5,6/16/2020,21114,0,0,SI Panel,4.02,poafen
351,S1S6,6/16/2020,21174,1,372,SI Panel,3.33,poafen
352,S1S7,6/16/2020,21174,2,484,SI Panel,9.43,poafen
353,S1S8,6/16/2020,21174,1,563,SI Panel,5.71,poafen
356,S1M1,6/16/2020,21174,7,585,SI Panel,13.84,poafen
357,S1M2,6/16/2020,21174,3,564,SI Panel,10.42,poafen
358,S1M3,6/16/2020,21174,0,0,SI Panel,12.99,poafen
359,S1M4,6/16/2020,21174,4,607,SI Panel,17.19,poafen
366,S1L1,6/16/2020,21114,2,536,SI Panel,15.55,poafen
367,S1L2,6/16/2020,21174,5,669,SI Panel,22.39,poafen
368,S1L3,6/16/2020,21174,5,576,SI Panel,24.51,poafen
